date,artificial intelligence,crime,education,elections,entertainment,environment,finance,health,immigration,international relations,pandemics,politics,protests,science,sports,technology,videogames,war,users,new_users,num_likes,num_posts,num_images,num_follows,num_blocks
2024-01-02,,attempted assassination of lee jaemyung south korean opposition leader lee jaemyung is stabbed in the neck in gadeokdo busan,harvard university president claudine gay announces her resignation following a contentious house hearing on antisemitism and allegations of plagiarism in her earlier academic career,marshallese general election the legislature of the marshall islands elects hilda heine as president for a second nonconsecutive term during its first session following the general election,,,,,,a further five were killed when a coast guard aircraft carrying humanitarian aid collides with a japan airlines passenger jet destroying both aircraft all people aboard the passenger jet were evacuated safely,,,,the japan meteorological agency jma publishes its jra dataset confirming as the warmest year on record globally at c f above the baseline this is c f above the previous record set in full citation needed,,,,,2897168.0,16581.5,2463066,620328,125269,388692,29522
2024-01-03,,kerman bombings an islamic state double bombing kills people during a memorial event commemorating the assassination of qasem soleimani in kerman iran kerman bombings an islamic state double bombing kills people during a memorial event commemorating the assassination of qasem soleimani in kerman iran the bombing was carried out using two briefcase bombs placed at the entrance that were detonated remotely a series of documents containing the names of associates of sex offender jeffrey epstein are made available to the public a majority of those mentioned are found to not be directly involved in any wrongdoing,,,,thirteenyearold willis gibson became the first person known to beat the nes version of tetris by reaching its killscreen,,,,,,,,,,the first functional semiconductor made from graphene is created,,,2906441.8285714285,9273.828571428545,2453177,637371,125357,332543,24493
2024-01-04,,,,,,,,a review indicates digital rectal examination dre is an outdated routine medical practice with a lower cancer detection rate compared to prostatespecific antigen psa testing and no benefit from combining dre and psa,,,,mohammad sabah alsalem alsabah is appointed as prime minister of kuwait,,,,,,,2915715.657142857,9273.828571428545,2429489,639843,122583,314905,21281
2024-01-05,,,,,,alaska airlines flight suffers an uncontrolled decompression after one of the emergency exit doors on the boeing max blows out resulting in an emergency landing in portland and the faa grounding all max s,,,,,,,,,,,,,2924989.4857142856,9273.828571428545,2515090,660287,126779,295715,22322
2024-01-06,,,,salvadoran general election electronic voting for salvadoran expatriates in the presidential and legislative elections begins,,,,,,,,,,,,,,,2934263.314285714,9273.828571428545,2348938,599866,126655,260189,24287
2024-01-07,,,,bangladeshi general election the awami league led by incumbent sheikh hasina wins a th consecutive term amid protests by opposition parties and a large drop in voter turnout bangladeshi general election the awami league led by incumbent sheikh hasina wins a fourth consecutive term amid protests by opposition parties and a large drop in voter turnout,,,,,,,,bangladeshi general election,audacy the largest radio operator in the country files for chapter bankruptcy protection,,,,,,2943537.1428571427,9273.828571428545,2351317,591574,126484,289608,23466
2024-01-08,,,,,,,,,,,,,,,college football playoff national championship american football domestic winner michigan wolverines,unity technologies twitch and discord separately announced layoffs affecting and jobs respectively,,,2952810.9714285713,9273.828571428545,2506848,657770,131007,321031,33033
2024-01-09,,,,second round of bhutanese national assembly election,,,,,,,,two polish mps former interior minister mariusz kaminski and his thendeputy maciej wasik are arrested by police inside the presidential palace in warsaw following a legal dispute over their conviction and pardon for abuse of power pl on january president andrzej duda pardoned them for the second time and the police released them from prison,,,,,,,2962084.8,9273.828571428545,2486521,679543,134421,341310,26771
2024-01-10,,,,,,,,,,,,,,,,,,,2971358.6285714284,9273.828571428545,2513836,691781,133146,310044,25735
2024-01-11,,,,,,,,,,,,,riots break out throughout papua new guinea after an alleged rounding error causes pay cuts for police officers and soldiers,,,,,,2980632.4571428574,9273.82857142901,2478700,691491,147063,259055,31384
2024-01-12,,,,,,pingdingshan mining explosion ten people are killed and six others are missing after an explosion at a coal mine in pingdingshan henan,,,,operation prosperity guardian a usled coalition launches airstrikes at houthi militant locations in yemen marking a retaliation to the houthis attacks on ships in the red sea,,,,,afc asian cup association football continental winner qatar,,,,2989906.285714286,9273.828571428545,2476426,695525,147725,258392,35669
2024-01-13,,,,taiwanese general election taiwan taiwanese general election presidential and parliamentary,,,,,,,,taiwanese presidential election lai chingte of the ruling democratic progressive party wins with of the vote,israelhamas war protests in the united states the march on washington for gaza takes place on the th day since the start of the israelhamas war the start of south africas genocide case against israel in the icj and a day after the yemen missile strikes attracting what is believed to be over protestors,,africa cup of nations association football continental winner ivory coast mexico city eprix fe formula racing international winner pascal wehrlein porsche,nasa fully opens the recovered container with samples from the bennu asteroid after three months of failed attempts,,,2999180.1142857145,9273.828571428545,2284341,620955,148407,239451,33422
2024-01-14,,,,,,,,,,,,comorian presidential election comorian presidential election amid an opposition boycott incumbent president azali assoumani wins reelection with of the vote and only voter turnout,,,australian open tennis international winner men jannik sinnerwomen aryna sabalenka,,,,3008453.942857143,9273.828571428545,2297515,607089,150395,244062,29255
2024-01-15,,,,,,,,,,,,republican party presidential primaries ohio businessman vivek ramaswamy ends his presidential campaign after securing only of the vote in the iowa caucuses former governor of arkansas asa hutchinson ends his campaign the next day after receiving less than of the vote in the same following a brief political crisis in the aftermath of the elections bernardo arévalo is inaugurated as the nd president of guatemala,,,,,,,3017727.7714285715,9273.828571428545,2375489,632539,140583,225888,17271
2024-01-16,,harvey weinstein sexual abuse cases a new lawsuit is filed by kellye croft against madison square garden entertainment chairman james l dolan accusing him of pressuring her into unwanted sex back in she also files a lawsuit against american former film producer harvey weinstein accusing him of sexually assaulting her,,,,,,,,,,,,the first successful cloning of a rhesus monkey is reported by scientists in china,,bluesky moderation report we have hired and trained a fulltime team of moderators launched and iterated on several community and individual moderation features developed and refined policies both public and internal designed and redesigned,,iran carries out a series of missile and drone strikes within balochistan pakistan claiming that it had targeted the iranian baloch militant group jaish uladl,3027001.6,9273.828571428545,2381245,646386,133190,206221,16935
2024-01-17,,,,,,,,,,,,,,a study in nature finds that the greenland ice sheet is melting faster than previously estimated due to the effects of calvingfront retreat the loss of m tonnes of ice an hour is sufficient to affect ocean circulation and the distribution of heat energy around the globe,womens pacific cup cricket continental winner papua new guinea,,,,3036275.4285714286,9273.828571428545,2352084,627352,121050,204365,31179
